Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit,Date,Month Number,Month Name,Year
Channel Partners,Mexico,Carretera,Medium,562,$3,$12.,"$6,744.",404.64,"$6,339.36","$1,686.","$4,653.36",1/9/14,9,September,2014
Channel Partners,Canada,Carretera,Medium,2299,$3,$12.,"$27,588.",1655.28,"$25,932.72","$6,897.","$19,035.72",1/10/13,10,October,2013
Midmarket,USA,Carretera,Medium,2030,$3,$15.,"$30,450.",1827,"$28,623.","$20,300.","$8,323.",1/11/14,11,November,2014
Enterprise,Germany,Carretera,Medium,887,$3,$125.,"$110,875.",6652.5,"$104,222.5","$106,440.","($2,217.5)",1/12/13,12,December,2013
Channel Partners,USA,Montana,Medium,2723,$5,$12.,"$32,676.",1960.56,"$30,715.44","$8,169.","$22,546.44",1/11/14,11,November,2014
Enterprise,Canada,Velo,Medium,952,$120,$125.,"$119,000.",7140,"$111,860.","$114,240.","($2,380.)",1/2/14,2,February,2014
Enterprise,USA,Velo,Medium,2755,$120,$125.,"$344,375.",20662.5,"$323,712.5","$330,600.","($6,887.5)",1/2/14,2,February,2014
Midmarket,Germany,Velo,Medium,1530,$120,$15.,"$22,950.",1377,"$21,573.","$15,300.","$6,273.",1/5/14,5,May,2014
Small Business,France,Velo,Medium,1221,$120,$300.,"$366,300.",21978,"$344,322.","$305,250.","$39,072.",1/10/13,10,October,2013
Midmarket,Canada,VTT,Medium,2844,$250,$15.,"$42,660.",2559.6,"$40,100.4","$28,440.","$11,660.4",1/6/14,6,June,2014
Small Business,France,VTT,Medium,1221,$250,$300.,"$366,300.",21978,"$344,322.","$305,250.","$39,072.",1/10/13,10,October,2013
Small Business,Canada,VTT,Medium,2436,$250,$300.,"$730,800.",43848,"$686,952.","$609,000.","$77,952.",1/12/13,12,December,2013
Enterprise,France,Amarilla,Medium,1987.5,$260,$125.,"$248,437.5",14906.25,"$233,531.25","$238,500.","($4,968.75)",1/1/14,1,January,2014
Midmarket,USA,VTT,Medium,1153,$250,$15.,"$17,295.",1037.7,"$16,257.3","$11,530.","$4,727.3",1/10/14,10,October,2014
Channel Partners,Mexico,Carretera,Medium,727,$3,$12.,"$8,724.",610.68,"$8,113.32","$2,181.","$5,932.32",1/2/14,2,February,2014
Channel Partners,Canada,Carretera,Medium,1884,$3,$12.,"$22,608.",1582.56,"$21,025.44","$5,652.","$15,373.44",1/8/14,8,August,2014
Channel Partners,Mexico,Montana,Medium,2340,$5,$12.,"$28,080.",1965.6,"$26,114.4","$7,020.","$19,094.4",1/1/14,1,January,2014
Channel Partners,France,Montana,Medium,2342,$5,$12.,"$28,104.",1967.28,"$26,136.72","$7,026.","$19,110.72",1/11/14,11,November,2014
Midmarket,Canada,Velo,Medium,1262,$120,$15.,"$18,930.",1325.1,"$17,604.9","$12,620.","$4,984.9",1/5/14,5,May,2014
Channel Partners,France,VTT,Medium,1738.5,$250,$12.,"$20,862.",1460.34,"$19,401.66","$5,215.5","$14,186.16",1/4/14,4,April,2014
Channel Partners,Germany,VTT,Medium,2215,$250,$12.,"$26,580.",1860.6,"$24,719.4","$6,645.","$18,074.4",1/9/13,9,September,2013
Small Business,France,Carretera,Medium,448,$3,$300.,"$134,400.",9408,"$124,992.","$112,000.","$12,992.",1/6/14,6,June,2014
Small Business,France,Carretera,Medium,2181,$3,$300.,"$654,300.",45801,"$608,499.","$545,250.","$63,249.",1/10/14,10,October,2014
Small Business,France,Montana,Medium,2181,$5,$300.,"$654,300.",45801,"$608,499.","$545,250.","$63,249.",1/10/14,10,October,2014
Enterprise,Germany,Montana,Medium,2500,$5,$125.,"$312,500.",21875,"$290,625.","$300,000.","($9,375.)",1/11/13,11,November,2013
Small Business,France,Velo,Medium,1659,$120,$300.,"$497,700.",34839,"$462,861.","$414,750.","$48,111.",1/7/14,7,July,2014
Enterprise,Germany,Velo,Medium,2087,$120,$125.,"$260,875.",18261.25,"$242,613.75","$250,440.","($7,826.25)",1/9/14,9,September,2014
Small Business,USA,Velo,Medium,1372,$120,$300.,"$411,600.",28812,"$382,788.","$343,000.","$39,788.",1/12/14,12,December,2014
Channel Partners,Canada,VTT,Medium,3244.5,$250,$12.,"$38,934.",2725.38,"$36,208.62","$9,733.5","$26,475.12",1/1/14,1,January,2014
Small Business,France,VTT,Medium,959,$250,$300.,"$287,700.",20139,"$267,561.","$239,750.","$27,811.",1/2/14,2,February,2014
Small Business,Mexico,VTT,Medium,2747,$250,$300.,"$824,100.",57687,"$766,413.","$686,750.","$79,663.",1/2/14,2,February,2014
Enterprise,Canada,Amarilla,Medium,1645,$260,$125.,"$205,625.",14393.75,"$191,231.25","$197,400.","($6,168.75)",1/5/14,5,May,2014
Enterprise,Germany,Amarilla,Medium,994,$260,$125.,"$124,250.",8697.5,"$115,552.5","$119,280.","($3,727.5)",1/9/13,9,September,2013
Small Business,USA,Amarilla,Medium,1372,$260,$300.,"$411,600.",28812,"$382,788.","$343,000.","$39,788.",1/12/14,12,December,2014
Enterprise,Mexico,Carretera,Medium,1540,$3,$125.,"$192,500.",15400,"$177,100.","$184,800.","($7,700.)",1/8/14,8,August,2014
Midmarket,France,Carretera,Medium,490,$3,$15.,"$7,350.",588,"$6,762.","$4,900.","$1,862.",1/11/14,11,November,2014
Midmarket,France,Montana,Medium,2501,$5,$15.,"$37,515.",3001.2,"$34,513.8","$25,010.","$9,503.8",1/3/14,3,March,2014
Small Business,France,Montana,Medium,1562,$5,$300.,"$468,600.",37488,"$431,112.","$390,500.","$40,612.",1/8/14,8,August,2014
Small Business,Canada,Montana,Medium,1283,$5,$300.,"$384,900.",30792,"$354,108.","$320,750.","$33,358.",1/9/13,9,September,2013
Midmarket,Germany,Montana,Medium,711,$5,$15.,"$10,665.",853.2,"$9,811.8","$7,110.","$2,701.8",1/12/14,12,December,2014
Channel Partners,Canada,Velo,Medium,598,$120,$12.,"$7,176.",574.08,"$6,601.92","$1,794.","$4,807.92",1/3/14,3,March,2014
Small Business,France,Velo,Medium,386,$120,$300.,"$115,800.",9264,"$106,536.","$96,500.","$10,036.",1/11/13,11,November,2013
Small Business,Mexico,Velo,Medium,635,$120,$300.,"$190,500.",15240,"$175,260.","$158,750.","$16,510.",1/12/14,12,December,2014
Small Business,Canada,VTT,Medium,2134,$250,$300.,"$640,200.",51216,"$588,984.","$533,500.","$55,484.",1/9/14,9,September,2014
Small Business,USA,VTT,Medium,808,$250,$300.,"$242,400.",19392,"$223,008.","$202,000.","$21,008.",1/12/13,12,December,2013
Small Business,Mexico,Amarilla,Medium,2460,$260,$300.,"$738,000.",59040,"$678,960.","$615,000.","$63,960.",1/6/14,6,June,2014
Midmarket,Germany,Amarilla,Medium,711,$260,$15.,"$10,665.",853.2,"$9,811.8","$7,110.","$2,701.8",1/12/14,12,December,2014
Channel Partners,Mexico,Amarilla,Medium,1375,$260,$12.,"$16,500.",1320,"$15,180.","$4,125.","$11,055.",1/12/13,12,December,2013
Small Business,Mexico,Amarilla,Medium,635,$260,$300.,"$190,500.",15240,"$175,260.","$158,750.","$16,510.",1/12/14,12,December,2014
Small Business,Canada,Carretera,Medium,1094,$3,$300.,"$328,200.",29538,"$298,662.","$273,500.","$25,162.",1/6/14,6,June,2014
Channel Partners,Mexico,Carretera,Medium,367,$3,$12.,"$4,404.",396.36,"$4,007.64","$1,101.","$2,906.64",1/10/13,10,October,2013
Small Business,Canada,Montana,Medium,3802.5,$5,$300.,"$1,140,750.",102667.5,"$1,038,082.5","$950,625.","$87,457.5",1/4/14,4,April,2014
Small Business,France,Montana,Medium,322,$5,$300.,"$96,600.",8694,"$87,906.","$80,500.","$7,406.",1/9/13,9,September,2013
Channel Partners,Canada,Montana,Medium,2321,$5,$12.,"$27,852.",2506.68,"$25,345.32","$6,963.","$18,382.32",1/11/14,11,November,2014
Enterprise,France,Montana,Medium,1857,$5,$125.,"$232,125.",20891.25,"$211,233.75","$222,840.","($11,606.25)",1/11/13,11,November,2013
Enterprise,USA,Montana,Medium,2797,$5,$125.,"$349,625.",31466.25,"$318,158.75","$335,640.","($17,481.25)",1/12/14,12,December,2014
Small Business,Germany,Montana,Medium,334,$5,$300.,"$100,200.",9018,"$91,182.","$83,500.","$7,682.",1/12/13,12,December,2013
Midmarket,Mexico,Velo,Medium,245,$120,$15.,"$3,675.",330.75,"$3,344.25","$2,450.",$894.25,1/5/14,5,May,2014
Small Business,Canada,Velo,Medium,3793.5,$120,$300.,"$1,138,050.",102424.5,"$1,035,625.5","$948,375.","$87,250.5",1/7/14,7,July,2014
Enterprise,Canada,Velo,Medium,567,$120,$125.,"$70,875.",6378.75,"$64,496.25","$68,040.","($3,543.75)",1/9/14,9,September,2014
Enterprise,Mexico,Velo,Medium,2110,$120,$125.,"$263,750.",23737.5,"$240,012.5","$253,200.","($13,187.5)",1/9/14,9,September,2014
Channel Partners,USA,VTT,Medium,1956,$250,$12.,"$23,472.",2112.48,"$21,359.52","$5,868.","$15,491.52",1/1/14,1,January,2014
Small Business,Germany,VTT,Medium,2659,$250,$300.,"$797,700.",71793,"$725,907.","$664,750.","$61,157.",1/2/14,2,February,2014
Channel Partners,Germany,VTT,Medium,880,$250,$12.,"$10,560.",950.4,"$9,609.6","$2,640.","$6,969.6",1/5/14,5,May,2014
Small Business,USA,VTT,Medium,1867,$250,$300.,"$560,100.",50409,"$509,691.","$466,750.","$42,941.",1/9/14,9,September,2014
Channel Partners,France,VTT,Medium,2234,$250,$12.,"$26,808.",2412.72,"$24,395.28","$6,702.","$17,693.28",1/9/13,9,September,2013
Midmarket,France,VTT,Medium,1227,$250,$15.,"$18,405.",1656.45,"$16,748.55","$12,270.","$4,478.55",1/10/14,10,October,2014
Enterprise,Mexico,VTT,Medium,877,$250,$125.,"$109,625.",9866.25,"$99,758.75","$105,240.","($5,481.25)",1/11/14,11,November,2014
Midmarket,Germany,Amarilla,Medium,970,$260,$15.,"$14,550.",1309.5,"$13,240.5","$9,700.","$3,540.5",1/11/13,11,November,2013
Channel Partners,Germany,Carretera,Medium,1580,$3,$12.,"$18,960.",1706.4,"$17,253.6","$4,740.","$12,513.6",1/9/14,9,September,2014
Channel Partners,France,Velo,Medium,1967,$120,$12.,"$23,604.",2124.36,"$21,479.64","$5,901.","$15,578.64",1/3/14,3,March,2014
Midmarket,Mexico,Velo,Medium,2628,$120,$15.,"$39,420.",3547.8,"$35,872.2","$26,280.","$9,592.2",1/4/14,4,April,2014
Midmarket,Canada,Amarilla,Medium,1630.5,$260,$15.,"$24,457.5",2201.175,"$22,256.325","$16,305.","$5,951.325",1/7/14,7,July,2014
Channel Partners,France,Amarilla,Medium,306,$260,$12.,"$3,672.",330.48,"$3,341.52",$918.,"$2,423.52",1/12/13,12,December,2013
Channel Partners,USA,Carretera,High,386,$3,$12.,"$4,632.",463.2,"$4,168.8","$1,158.","$3,010.8",1/10/13,10,October,2013
Enterprise,USA,Carretera,High,3445.5,$3,$125.,"$430,687.5",43068.75,"$387,618.75","$413,460.","($25,841.25)",1/4/14,4,April,2014
Enterprise,France,Carretera,High,1482,$3,$125.,"$185,250.",18525,"$166,725.","$177,840.","($11,115.)",1/12/13,12,December,2013
Enterprise,USA,Montana,High,1804,$5,$125.,"$225,500.",22550,"$202,950.","$216,480.","($13,530.)",1/11/13,11,November,2013
Midmarket,France,Montana,High,2072,$5,$15.,"$31,080.",3108,"$27,972.","$20,720.","$7,252.",1/12/14,12,December,2014
Midmarket,Germany,Velo,High,681,$120,$15.,"$10,215.",1021.5,"$9,193.5","$6,810.","$2,383.5",1/1/14,1,January,2014
Midmarket,Germany,Velo,High,510,$120,$15.,"$7,650.",765,"$6,885.","$5,100.","$1,785.",1/4/14,4,April,2014
Midmarket,USA,Velo,High,790,$120,$15.,"$11,850.",1185,"$10,665.","$7,900.","$2,765.",1/5/14,5,May,2014
Enterprise,USA,Velo,High,1596,$120,$125.,"$199,500.",19950,"$179,550.","$191,520.","($11,970.)",1/9/14,9,September,2014
Small Business,USA,Velo,High,2294,$120,$300.,"$688,200.",68820,"$619,380.","$573,500.","$45,880.",1/10/13,10,October,2013
Enterprise,Canada,Velo,High,1916,$120,$125.,"$239,500.",23950,"$215,550.","$229,920.","($14,370.)",1/12/13,12,December,2013
Small Business,France,Velo,High,853,$120,$300.,"$255,900.",25590,"$230,310.","$213,250.","$17,060.",1/12/14,12,December,2014
Enterprise,Mexico,VTT,High,341,$250,$125.,"$42,625.",4262.5,"$38,362.5","$40,920.","($2,557.5)",1/5/14,5,May,2014
Midmarket,Mexico,VTT,High,641,$250,$15.,"$9,615.",961.5,"$8,653.5","$6,410.","$2,243.5",1/7/14,7,July,2014
Small Business,Mexico,VTT,High,432,$250,$300.,"$129,600.",12960,"$116,640.","$108,000.","$8,640.",1/9/14,9,September,2014
Small Business,USA,VTT,High,2294,$250,$300.,"$688,200.",68820,"$619,380.","$573,500.","$45,880.",1/10/13,10,October,2013
Midmarket,France,VTT,High,2167,$250,$15.,"$32,505.",3250.5,"$29,254.5","$21,670.","$7,584.5",1/10/13,10,October,2013
Enterprise,Canada,VTT,High,2529,$250,$125.,"$316,125.",31612.5,"$284,512.5","$303,480.","($18,967.5)",1/11/14,11,November,2014
Enterprise,USA,Amarilla,High,579,$260,$125.,"$72,375.",7237.5,"$65,137.5","$69,480.","($4,342.5)",1/1/14,1,January,2014
Small Business,USA,Amarilla,High,2993,$260,$300.,"$897,900.",89790,"$808,110.","$748,250.","$59,860.",1/3/14,3,March,2014
Channel Partners,Canada,Amarilla,High,3520.5,$260,$12.,"$42,246.",4224.6,"$38,021.4","$10,561.5","$27,459.9",1/4/14,4,April,2014
Channel Partners,Germany,Amarilla,High,2574,$260,$12.,"$30,888.",3088.8,"$27,799.2","$7,722.","$20,077.2",1/8/14,8,August,2014
Midmarket,France,Amarilla,High,2072,$260,$15.,"$31,080.",3108,"$27,972.","$20,720.","$7,252.",1/12/14,12,December,2014
Small Business,France,Amarilla,High,853,$260,$300.,"$255,900.",25590,"$230,310.","$213,250.","$17,060.",1/12/14,12,December,2014
Channel Partners,France,Carretera,High,1198,$3,$12.,"$14,376.",1581.36,"$12,794.64","$3,594.","$9,200.64",1/10/13,10,October,2013
Midmarket,Canada,Velo,High,384,$120,$15.,"$5,760.",633.6,"$5,126.4","$3,840.","$1,286.4",1/1/14,1,January,2014
Channel Partners,Germany,Velo,High,472,$120,$12.,"$5,664.",623.04,"$5,040.96","$1,416.","$3,624.96",1/10/14,10,October,2014
Channel Partners,Mexico,VTT,High,1005,$250,$12.,"$12,060.",1326.6,"$10,733.4","$3,015.","$7,718.4",1/9/13,9,September,2013
Midmarket,USA,Amarilla,High,3199.5,$260,$15.,"$47,992.5",5279.175,"$42,713.325","$31,995.","$10,718.325",1/7/14,7,July,2014
Channel Partners,Germany,Amarilla,High,472,$260,$12.,"$5,664.",623.04,"$5,040.96","$1,416.","$3,624.96",1/10/14,10,October,2014
Channel Partners,Canada,Carretera,High,1937,$3,$12.,"$23,244.",2556.84,"$20,687.16","$5,811.","$14,876.16",1/2/14,2,February,2014
Small Business,Germany,Carretera,High,2811,$3,$300.,"$843,300.",92763,"$750,537.","$702,750.","$47,787.",1/7/14,7,July,2014
Enterprise,France,Carretera,High,2441,$3,$125.,"$305,125.",33563.75,"$271,561.25","$292,920.","($21,358.75)",1/10/14,10,October,2014
Midmarket,Canada,Carretera,High,1560,$3,$15.,"$23,400.",2574,"$20,826.","$15,600.","$5,226.",1/11/13,11,November,2013
Midmarket,Mexico,Montana,High,2157,$5,$15.,"$32,355.",3559.05,"$28,795.95","$21,570.","$7,225.95",1/12/14,12,December,2014
Midmarket,Mexico,Velo,High,655,$120,$15.,"$9,825.",1080.75,"$8,744.25","$6,550.","$2,194.25",1/9/13,9,September,2013
Channel Partners,France,VTT,High,1734,$250,$12.,"$20,808.",2288.88,"$18,519.12","$5,202.","$13,317.12",1/1/14,1,January,2014
Enterprise,Mexico,VTT,High,554,$250,$125.,"$69,250.",7617.5,"$61,632.5","$66,480.","($4,847.5)",1/1/14,1,January,2014
Enterprise,Germany,Amarilla,High,3165,$260,$125.,"$395,625.",43518.75,"$352,106.25","$379,800.","($27,693.75)",1/1/14,1,January,2014
Enterprise,France,Amarilla,High,1433,$260,$125.,"$179,125.",19703.75,"$159,421.25","$171,960.","($12,538.75)",1/5/14,5,May,2014
Enterprise,Mexico,Amarilla,High,947,$260,$125.,"$118,375.",13021.25,"$105,353.75","$113,640.","($8,286.25)",1/9/13,9,September,2013
Midmarket,Mexico,Amarilla,High,2157,$260,$15.,"$32,355.",3559.05,"$28,795.95","$21,570.","$7,225.95",1/12/14,12,December,2014
Enterprise,Canada,Carretera,High,2416,$3,$125.,"$302,000.",36240,"$265,760.","$289,920.","($24,160.)",1/9/13,9,September,2013
Enterprise,Mexico,Carretera,High,2156,$3,$125.,"$269,500.",32340,"$237,160.","$258,720.","($21,560.)",1/10/14,10,October,2014
Midmarket,Canada,Carretera,High,2689,$3,$15.,"$40,335.",4840.2,"$35,494.8","$26,890.","$8,604.8",1/11/14,11,November,2014
Midmarket,USA,Montana,High,677,$5,$15.,"$10,155.",1218.6,"$8,936.4","$6,770.","$2,166.4",1/3/14,3,March,2014
Small Business,France,Montana,High,1773,$5,$300.,"$531,900.",63828,"$468,072.","$443,250.","$24,822.",1/4/14,4,April,2014
Small Business,France,Montana,High,1186,$5,$300.,"$355,800.",42696,"$313,104.","$296,500.","$16,604.",1/12/13,12,December,2013
Channel Partners,Canada,VTT,High,2109,$250,$12.,"$25,308.",3036.96,"$22,271.04","$6,327.","$15,944.04",1/5/14,5,May,2014
Midmarket,France,VTT,High,3874.5,$250,$15.,"$58,117.5",6974.1,"$51,143.4","$38,745.","$12,398.4",1/7/14,7,July,2014
Enterprise,USA,VTT,High,2387,$250,$125.,"$298,375.",35805,"$262,570.","$286,440.","($23,870.)",1/11/14,11,November,2014
Midmarket,USA,Amarilla,High,2548,$260,$15.,"$38,220.",4586.4,"$33,633.6","$25,480.","$8,153.6",1/11/13,11,November,2013
Channel Partners,Mexico,Montana,High,2661,$5,$12.,"$31,932.",3831.84,"$28,100.16","$7,983.","$20,117.16",1/5/14,5,May,2014
Channel Partners,Canada,Amarilla,High,2761,$260,$12.,"$33,132.",3975.84,"$29,156.16","$8,283.","$20,873.16",1/9/13,9,September,2013
Midmarket,USA,Carretera,High,2567,$3,$15.,"$38,505.",5005.65,"$33,499.35","$25,670.","$7,829.35",1/6/14,6,June,2014
Midmarket,USA,VTT,High,2567,$250,$15.,"$38,505.",5005.65,"$33,499.35","$25,670.","$7,829.35",1/6/14,6,June,2014
Channel Partners,Mexico,Montana,High,604,$5,$12.,"$7,248.",942.24,"$6,305.76","$1,812.","$4,493.76",1/6/14,6,June,2014
Midmarket,France,Velo,High,3997.5,$120,$15.,"$59,962.5",7795.125,"$52,167.375","$39,975.","$12,192.375",1/1/14,1,January,2014
Channel Partners,Mexico,Velo,High,604,$120,$12.,"$7,248.",942.24,"$6,305.76","$1,812.","$4,493.76",1/6/14,6,June,2014
Midmarket,Germany,Velo,High,660,$120,$15.,"$9,900.",1287,"$8,613.","$6,600.","$2,013.",1/9/13,9,September,2013
Channel Partners,Mexico,Velo,High,410,$120,$12.,"$4,920.",639.6,"$4,280.4","$1,230.","$3,050.4",1/10/14,10,October,2014
Small Business,Mexico,Velo,High,2605,$120,$300.,"$781,500.",101595,"$679,905.","$651,250.","$28,655.",1/11/13,11,November,2013
Channel Partners,Germany,Velo,High,1013,$120,$12.,"$12,156.",1580.28,"$10,575.72","$3,039.","$7,536.72",1/12/14,12,December,2014
Enterprise,Canada,VTT,High,1583,$250,$125.,"$197,875.",25723.75,"$172,151.25","$189,960.","($17,808.75)",1/6/14,6,June,2014
Midmarket,Canada,VTT,High,1565,$250,$15.,"$23,475.",3051.75,"$20,423.25","$15,650.","$4,773.25",1/10/14,10,October,2014
Enterprise,Canada,Amarilla,High,1659,$260,$125.,"$207,375.",26958.75,"$180,416.25","$199,080.","($18,663.75)",1/1/14,1,January,2014
Channel Partners,Mexico,Amarilla,High,410,$260,$12.,"$4,920.",639.6,"$4,280.4","$1,230.","$3,050.4",1/10/14,10,October,2014
Channel Partners,Germany,Amarilla,High,1770,$260,$12.,"$21,240.",2761.2,"$18,478.8","$5,310.","$13,168.8",1/12/13,12,December,2013
Channel Partners,France,Amarilla,High,1393,$260,$12.,"$16,716.",2340.24,"$14,375.76","$4,179.","$10,196.76",1/10/14,10,October,2014
Channel Partners,USA,Amarilla,High,2015,$260,$12.,"$24,180.",3385.2,"$20,794.8","$6,045.","$14,749.8",1/12/13,12,December,2013
Small Business,Mexico,Carretera,High,801,$3,$300.,"$240,300.",33642,"$206,658.","$200,250.","$6,408.",1/7/14,7,July,2014
Enterprise,France,Carretera,High,1023,$3,$125.,"$127,875.",17902.5,"$109,972.5","$122,760.","($12,787.5)",1/9/13,9,September,2013
Small Business,Canada,Carretera,High,1496,$3,$300.,"$448,800.",62832,"$385,968.","$374,000.","$11,968.",1/10/14,10,October,2014
Small Business,USA,Carretera,High,1010,$3,$300.,"$303,000.",42420,"$260,580.","$252,500.","$8,080.",1/10/14,10,October,2014
Midmarket,Germany,Carretera,High,1513,$3,$15.,"$22,695.",3177.3,"$19,517.7","$15,130.","$4,387.7",1/11/14,11,November,2014
Midmarket,Canada,Carretera,High,2300,$3,$15.,"$34,500.",4830,"$29,670.","$23,000.","$6,670.",1/12/14,12,December,2014
Enterprise,Mexico,Carretera,High,2821,$3,$125.,"$352,625.",49367.5,"$303,257.5","$338,520.","($35,262.5)",1/12/13,12,December,2013
Midmarket,Canada,Montana,High,2300,$5,$15.,"$34,500.",4830,"$29,670.","$23,000.","$6,670.",1/12/14,12,December,2014
Enterprise,Mexico,Velo,High,1575,$120,$125.,"$196,875.",27562.5,"$169,312.5","$189,000.","($19,687.5)",1/2/14,2,February,2014
Small Business,USA,Velo,High,2460,$120,$300.,"$738,000.",103320,"$634,680.","$615,000.","$19,680.",1/7/14,7,July,2014
Small Business,Canada,Velo,High,269,$120,$300.,"$80,700.",11298,"$69,402.","$67,250.","$2,152.",1/10/13,10,October,2013
Small Business,Germany,Velo,High,2536,$120,$300.,"$760,800.",106512,"$654,288.","$634,000.","$20,288.",1/11/13,11,November,2013
Small Business,USA,VTT,High,2541,$250,$300.,"$762,300.",106722,"$655,578.","$635,250.","$20,328.",1/8/14,8,August,2014
Small Business,Canada,VTT,High,269,$250,$300.,"$80,700.",11298,"$69,402.","$67,250.","$2,152.",1/10/13,10,October,2013
Small Business,Canada,VTT,High,1496,$250,$300.,"$448,800.",62832,"$385,968.","$374,000.","$11,968.",1/10/14,10,October,2014
Small Business,USA,VTT,High,1010,$250,$300.,"$303,000.",42420,"$260,580.","$252,500.","$8,080.",1/10/14,10,October,2014
Small Business,Canada,Amarilla,High,888,$260,$300.,"$266,400.",37296,"$229,104.","$222,000.","$7,104.",1/3/14,3,March,2014
Enterprise,USA,Amarilla,High,2844,$260,$125.,"$355,500.",49770,"$305,730.","$341,280.","($35,550.)",1/5/14,5,May,2014
Channel Partners,France,Amarilla,High,2475,$260,$12.,"$29,700.",4158,"$25,542.","$7,425.","$18,117.",1/8/14,8,August,2014
Midmarket,Canada,Amarilla,High,1743,$260,$15.,"$26,145.",3660.3,"$22,484.7","$17,430.","$5,054.7",1/10/13,10,October,2013
Channel Partners,USA,Amarilla,High,2914,$260,$12.,"$34,968.",4895.52,"$30,072.48","$8,742.","$21,330.48",1/10/14,10,October,2014
Midmarket,Mexico,Amarilla,High,1870,$260,$15.,"$28,050.",3927,"$24,123.","$18,700.","$5,423.",1/11/13,11,November,2013
Enterprise,France,Carretera,High,1174,$3,$125.,"$146,750.",22012.5,"$124,737.5","$140,880.","($16,142.5)",1/8/14,8,August,2014
Enterprise,Germany,Carretera,High,2767,$3,$125.,"$345,875.",51881.25,"$293,993.75","$332,040.","($38,046.25)",1/8/14,8,August,2014
Enterprise,Germany,Carretera,High,1085,$3,$125.,"$135,625.",20343.75,"$115,281.25","$130,200.","($14,918.75)",1/10/14,10,October,2014
Small Business,Mexico,Montana,High,546,$5,$300.,"$163,800.",24570,"$139,230.","$136,500.","$2,730.",1/10/14,10,October,2014
Channel Partners,Mexico,Velo,High,500,$120,$12.,"$6,000.",900,"$5,100.","$1,500.","$3,600.",1/3/14,3,March,2014
Midmarket,France,Velo,High,2826,$120,$15.,"$42,390.",6358.5,"$36,031.5","$28,260.","$7,771.5",1/5/14,5,May,2014
Enterprise,France,Velo,High,663,$120,$125.,"$82,875.",12431.25,"$70,443.75","$79,560.","($9,116.25)",1/9/14,9,September,2014
Small Business,USA,Velo,High,2574,$120,$300.,"$772,200.",115830,"$656,370.","$643,500.","$12,870.",1/11/13,11,November,2013
Enterprise,USA,Velo,High,2438,$120,$125.,"$304,750.",45712.5,"$259,037.5","$292,560.","($33,522.5)",1/12/13,12,December,2013
Channel Partners,USA,Velo,High,914,$120,$12.,"$10,968.",1645.2,"$9,322.8","$2,742.","$6,580.8",1/12/14,12,December,2014
Midmarket,Germany,VTT,High,492,$250,$15.,"$7,380.",1107,"$6,273.","$4,920.","$1,353.",1/7/14,7,July,2014
Midmarket,Germany,VTT,High,1175,$250,$15.,"$17,625.",2643.75,"$14,981.25","$11,750.","$3,231.25",1/10/14,10,October,2014
Enterprise,Canada,VTT,High,2954,$250,$125.,"$369,250.",55387.5,"$313,862.5","$354,480.","($40,617.5)",1/11/13,11,November,2013
Enterprise,Germany,VTT,High,552,$250,$125.,"$69,000.",10350,"$58,650.","$66,240.","($7,590.)",1/11/14,11,November,2014
Small Business,France,Amarilla,High,2475,$260,$300.,"$742,500.",111375,"$631,125.","$618,750.","$12,375.",1/3/14,3,March,2014
Small Business,Mexico,Amarilla,High,546,$260,$300.,"$163,800.",24570,"$139,230.","$136,500.","$2,730.",1/10/14,10,October,2014
Channel Partners,USA,VTT,High,1806,$250,$12.,"$21,672.",3250.8,"$18,421.2","$5,418.","$13,003.2",1/5/14,5,May,2014
Midmarket,Mexico,Paseo,None,974,$10,$15.,"$14,610.",0,"$14,610.","$9,740.","$4,870.",1/2/14,2,February,2014
Channel Partners,Canada,Paseo,None,2518,$10,$12.,"$30,216.",0,"$30,216.","$7,554.","$22,662.",1/6/14,6,June,2014
Channel Partners,Germany,Paseo,None,367,$10,$12.,"$4,404.",0,"$4,404.","$1,101.","$3,303.",1/7/14,7,July,2014
Midmarket,France,Paseo,None,549,$10,$15.,"$8,235.",0,"$8,235.","$5,490.","$2,745.",1/9/13,9,September,2013
Small Business,Mexico,Paseo,None,788,$10,$300.,"$236,400.",0,"$236,400.","$197,000.","$39,400.",1/9/13,9,September,2013
Midmarket,Mexico,Paseo,None,2472,$10,$15.,"$37,080.",0,"$37,080.","$24,720.","$12,360.",1/9/14,9,September,2014
Channel Partners,USA,Paseo,None,912,$10,$12.,"$10,944.",0,"$10,944.","$2,736.","$8,208.",1/11/13,11,November,2013
Midmarket,Canada,Paseo,None,2152,$10,$15.,"$32,280.",0,"$32,280.","$21,520.","$10,760.",1/12/13,12,December,2013
Midmarket,France,Paseo,Low,2296,$10,$15.,"$34,440.",344.4,"$34,095.6","$22,960.","$11,135.6",1/2/14,2,February,2014
Midmarket,USA,Paseo,Low,1514,$10,$15.,"$22,710.",227.1,"$22,482.9","$15,140.","$7,342.9",1/2/14,2,February,2014
Enterprise,USA,Paseo,Low,727,$10,$125.,"$90,875.",908.75,"$89,966.25","$87,240.","$2,726.25",1/6/14,6,June,2014
Enterprise,France,Paseo,Low,787,$10,$125.,"$98,375.",983.75,"$97,391.25","$94,440.","$2,951.25",1/6/14,6,June,2014
